1,0.435659
2,2.750363
4,5.385944
8,10.601716
16,20.648881
32,37.861136
64,74.410383
128,139.537599
256,247.977327
512,403.094068
1024,726.42153
2048,1021.69903
4096,1085.10148
8192,1720.13709
16384,2382.370488
32768,2907.530219
65536,3248.379898
131072,3474.189926
262144,3586.3483
524288,3618.838257
1048576,3677.634658
2097152,3652.839796
4194304,3500.248169
8388608,3512.504589
16777216,3506.356933
33554432,3505.063857
67108864,3328.700353
134217728,3430.126041
268435456,3494.629472
