1,0.301911
2,1.290555
4,2.496610
8,5.170174
16,10.061299
32,19.423694
64,38.609918
128,72.208596
256,131.304411
512,225.339312
1024,359.938596
2048,471.650492
4096,545.782517
8192,676.872462
16384,907.577201
32768,1062.350604
65536,1222.752892
131072,1308.794396
262144,1176.165258
524288,729.779088
1048576,840.016390
2097152,1072.603688
4194304,1119.306386
8388608,1012.293816
16777216,1003.962264
33554432,1111.573569
67108864,1104.170548
134217728,964.580031
268435456,1115.640969
